Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,transistor_density,gflops_per_watt,process_generation
4002,NVIDIA GeForce FX 5200,GPU,2003-03-06,150.0,39.871705762685615,124.0,45.0,250.0,TSMC,NVIDIA,1820.7857810043354,351.2997686696329,190.34199218442154,0.3629032258064516,8.810753439056544,0
4003,NVIDIA GeForce GT 430 OEM,GPU,2010-10-11,40.0,49.0,116.0,585.0,700.0,TSMC,NVIDIA,610.9315454957891,268.8,22.4,5.043103448275862,5.485714285714286,0
4004,NVIDIA GeForce GTX 460,GPU,2010-07-12,40.0,160.0,332.0,1950.0,675.0,TSMC,NVIDIA,803.6029804148206,907.2,75.6,5.873493975903615,5.67,0
4005,ATI Radeon HD 3450 X2,GPU,2007-12-10,55.0,50.0,67.0,181.0,600.0,TSMC,ATI,384.5892169353099,48.0,8.790352385455993,2.701492537313433,0.96,0
4006,AMD Radeon RX Vega M GL,GPU,2018-02-01,14.0,65.0,208.0,5000.0,931.0,GF,AMD,2588.0,2588.0,161.8,24.03846153846154,39.815384615384616,3
4007,Intel HD Graphics 5500,GPU,2014-09-05,14.0,15.0,147.45764681828118,3479.599864153967,300.0,Intel,Intel,665.6447624981162,326.4,81.6,23.597283282582403,21.759999999999998,3
4008,NVIDIA Quadro K2200M,GPU,2014-07-19,28.0,65.0,148.0,1870.0,667.0,TSMC,NVIDIA,639.2906355782526,853.8,26.68,12.635135135135135,13.135384615384615,2
4009,AMD Radeon HD 7420G IGP,GPU,2012-06-06,32.0,35.0,246.0,1303.0,480.0,TSMC,AMD,385.837491327034,167.7,41.765411451510076,5.296747967479675,4.791428571428571,1
4010,ATI Radeon HD 5570,GPU,2010-02-09,40.0,39.0,104.0,627.0,650.0,TSMC,ATI,813.3477530173811,520.0,71.13736374900294,6.028846153846154,13.333333333333334,0
4011,AMD Radeon HD 6450,GPU,2011-04-07,40.0,18.0,67.0,370.0,625.0,TSMC,AMD,457.9113915639652,200.0,16.197524798714706,5.522388059701493,11.11111111111111,0
4012,ATI Radeon Xpress 1200 IGP,GPU,2007-02-28,80.0,13.0,73.0,120.0,400.0,Unknown,ATI,610.5506088872856,31.894134031466542,93.12349110662493,1.643835616438356,2.4533949254974265,0
4013,NVIDIA GeForce GT 755M,GPU,2013-06-25,28.0,50.0,118.0,1270.0,980.0,TSMC,NVIDIA,997.1371256746828,752.6,31.36,10.76271186440678,15.052,2
4014,NVIDIA Tesla P100 DGXS,GPU,2016-04-05,16.0,300.0,610.0,15300.0,1328.0,TSMC,NVIDIA,21220.0,10610.0,5304.0,25.081967213114755,35.36666666666667,3
4015,AMD Radeon RX 6800M,GPU,2021-01-01,7.0,230.0,335.0,17200.0,2321.0,TSMC,AMD,26430.0,13210.0,825.9,51.343283582089555,57.43478260869565,5
4016,NVIDIA Quadro 400,GPU,2011-04-05,40.0,32.0,100.0,486.0,450.0,TSMC,NVIDIA,384.80589055347565,108.0,22.59328815704532,4.86,3.375,0
4017,NVIDIA GeForce4 410 Go,GPU,2002-02-06,150.0,23.285830269180448,65.0,29.0,200.0,TSMC,NVIDIA,1490.839814735963,147.10769230769193,93.6,0.4461538461538462,6.317476791986831,0
4018,Intel Iris Pro Graphics 6200,GPU,2014-09-05,14.0,15.0,141.9218743518949,162.007250232509,300.0,Intel,Intel,1690.0,844.8,211.2,1.1415241728756518,56.32,3
4019,AMD Radeon Pro Vega 64,GPU,2017-06-27,14.0,250.0,495.0,12500.0,1250.0,GF,AMD,22120.0,11060.0,691.2,25.252525252525253,44.24,3
4020,AMD Radeon R9 A375,GPU,2015-01-01,28.0,59.12229285761517,123.0,1500.0,900.0,TSMC,AMD,864.0,1184.0,74.0,12.195121951219512,20.026286917718828,2
4021,ATI Radeon X800 GTO,GPU,2005-11-01,130.0,49.0,297.0,160.0,400.0,TSMC,ATI,1132.8399999999997,198.88167114826337,84.80395778606601,0.5387205387205387,4.058809615270681,0
4022,ATI Radeon X800 CrossFire Edition,GPU,2005-10-28,130.0,54.0,289.0,160.0,500.0,TSMC,ATI,484.16000000000025,166.50473991956466,74.668587343329,0.5536332179930796,3.083421109621568,0
4023,AMD Radeon 535 Mobile,GPU,2017-04-18,28.0,50.0,125.0,1550.0,730.0,TSMC,AMD,786.4,786.4,49.15,12.4,15.728,2
4024,NVIDIA GeForce 9300M G,GPU,2008-02-01,80.0,13.0,127.0,210.0,400.0,TSMC,NVIDIA,360.81359494861465,25.6,11.864146595858621,1.6535433070866141,1.9692307692307693,0
4025,AMD Radeon HD 7790,GPU,2013-03-22,28.0,85.0,160.0,2080.0,1000.0,TSMC,AMD,2442.2006786954407,1792.0,112.0,13.0,21.08235294117647,2
4026,NVIDIA GeForce 6800 LE,GPU,2004-07-21,130.0,84.71875,287.0,222.0,300.0,TSMC,NVIDIA,880.6399999999999,117.65032837540532,94.0405337594004,0.7735191637630662,1.388716528223154,0
4027,AMD Radeon RX 560 Mobile,GPU,2017-01-05,14.0,65.0,123.0,3000.0,1090.0,GF,AMD,2462.0,2462.0,153.9,24.390243902439025,37.87692307692308,3
4028,NVIDIA Quadro NVS 140M,GPU,2007-05-09,80.0,10.0,127.0,210.0,400.0,TSMC,NVIDIA,360.8111658276452,25.6,11.867382027944025,1.6535433070866141,2.56,0
4029,NVIDIA GeForce GTX 260,GPU,2008-06-16,65.0,182.0,576.0,1400.0,576.0,TSMC,NVIDIA,906.6766827214922,476.9,59.62,2.4305555555555554,2.6203296703296703,0
4030,ATI Mobility Radeon HD 3470,GPU,2008-01-07,55.0,16.423272454640493,67.0,181.0,680.0,TSMC,ATI,455.8364925102614,54.4,11.81596923843049,2.701492537313433,3.312372741196835,0
4031,NVIDIA GeForce GT 240,GPU,2009-11-17,40.0,69.0,144.0,727.0,550.0,TSMC,NVIDIA,536.0013337526706,257.3,53.48248992548516,5.048611111111111,3.728985507246377,0
4032,NVIDIA GeForce GT 610,GPU,2012-04-02,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA,460.20666211950504,155.5,12.96,3.6962025316455698,5.362068965517241,0
4033,ATI Mobility Radeon HD 5145,GPU,2010-01-07,55.0,15.0,73.0,242.0,720.0,TSMC,ATI,457.7546340618362,115.2,11.815936628565185,3.315068493150685,7.680000000000001,0
4034,NVIDIA Quadro FX 1700 Mac Edition,GPU,2008-09-27,80.0,42.0,169.0,289.0,520.0,TSMC,NVIDIA,384.57719019372695,66.56,11.597656989277981,1.7100591715976332,1.5847619047619048,0
4035,ATI Mobility Radeon-P,GPU,2001-12-01,180.0,23.0,115.0,30.0,166.0,TSMC,ATI,630.2154839647078,205.16115582468876,62.44902255559939,0.2608695652173913,8.920050253247338,0
4036,AMD Radeon 550X,GPU,2019-03-27,14.0,50.0,103.0,2200.0,1082.0,GF,AMD,1247.0,1247.0,77.95,21.359223300970875,24.94,3
4037,NVIDIA Quadro K4000M,GPU,2012-06-01,28.0,100.0,294.0,3540.0,601.0,TSMC,NVIDIA,1718.182761516095,1154.0,48.08,12.040816326530612,11.54,2
4038,NVIDIA Tesla M2050,GPU,2011-07-25,40.0,225.0,529.0,3100.0,575.0,TSMC,NVIDIA,2177.4129074644816,1030.0,515.2,5.8601134215500945,4.5777777777777775,0
4039,AMD Radeon R9 M280X,GPU,2015-02-05,28.0,9.836956521739129,160.0,2080.0,1000.0,TSMC,AMD,2188.063752210392,1971.0,123.2,13.0,200.3668508287293,2
4040,NVIDIA GeForce PCX 5300,GPU,2004-02-17,150.0,15.5,91.0,45.0,250.0,TSMC,NVIDIA,2170.412123494125,629.0855066740777,234.05103471357157,0.4945054945054945,40.58616172090824,0
4041,ATI Radeon VE PCI,GPU,2001-02-19,180.0,23.0,115.0,30.0,183.0,TSMC,ATI,615.512124770575,242.77655122449497,122.34962153721938,0.2608695652173913,10.555502227151955,0
4042,NVIDIA GeForce GTX 1080 Ti 10 GB,GPU,NaT,16.0,250.0,471.0,11800.0,1557.0,TSMC,NVIDIA,167.0,10690.0,334.0,25.05307855626327,42.76,3
4043,NVIDIA GeForce RTX 3060,GPU,2021-01-12,8.0,170.0,276.0,13250.0,1320.0,Samsung,NVIDIA,12740.0,12740.0,199.0,48.007246376811594,74.94117647058823,0
4044,NVIDIA Tesla M10,GPU,2016-05-18,28.0,225.0,148.0,1870.0,1033.0,TSMC,NVIDIA,2229.7184302241685,1672.0,52.24,12.635135135135135,7.431111111111111,2
4045,NVIDIA GeForce 7025 + nForce 630a,GPU,2006-02-01,90.0,11.0,81.0,112.0,425.0,Unknown,NVIDIA,610.1302114759123,28.836947379845277,92.17806368009244,1.382716049382716,2.6215406708950253,0
4046,NVIDIA GeForce GTX 760A,GPU,2014-03-17,28.0,55.0,221.0,2540.0,628.0,TSMC,NVIDIA,1734.7516120353607,1009.0,42.05,11.493212669683258,18.345454545454544,2
4047,NVIDIA GeForce RTX 2060 Mobile,GPU,2019-01-29,12.0,115.0,445.0,10800.0,960.0,TSMC,NVIDIA,9216.0,4608.0,144.0,24.269662921348313,40.06956521739131,0
4048,AMD FirePro W5000 DVI,GPU,2013-02-25,28.0,75.0,212.0,2800.0,825.0,TSMC,AMD,1342.9607079973437,1267.0,79.2,13.20754716981132,16.893333333333334,2
4049,Intel Iris Plus Graphics 645,GPU,2019-10-07,14.0,15.0,126.74996305429895,162.00725023250902,300.0,Intel,Intel,1613.0,806.4,201.6,1.2781640824866045,53.76,3
4050,3dfx Spectre 3000,GPU,NaT,134.0,60.0,131.0,30.0,200.0,TSMC,Other,651.6164523098472,12.8,100.25806451612902,0.22900763358778625,0.21333333333333335,0
4051,NVIDIA Quadro RTX 6000,GPU,2018-08-13,12.0,260.0,754.0,18600.0,1440.0,TSMC,NVIDIA,32620.0,16309.999999999998,509.8,24.6684350132626,62.730769230769226,0
4052,NVIDIA GeForce RTX 2070 SUPER,GPU,2019-07-09,12.0,215.0,545.0,13600.0,1605.0,TSMC,NVIDIA,18120.0,9062.0,283.2,24.954128440366972,42.14883720930233,0
4053,ATI Radeon HD 2900 XT,GPU,2007-05-14,80.0,215.0,420.0,720.0,743.0,TSMC,ATI,1057.5213471631744,475.5,97.93908032527183,1.7142857142857142,2.2116279069767444,0
4054,Intel Xe DG1-SDV,GPU,NaT,10.0,75.0,77.0,137.11675539283854,900.0,Intel,Intel,4608.0,2304.0,576.0,1.7807370830238771,30.72,4
4055,NVIDIA GeForce 9600 GT Mac Edition,GPU,2008-12-22,65.0,95.0,240.0,505.0,600.0,TSMC,NVIDIA,454.42300195346417,192.0,19.51630712602218,2.1041666666666665,2.0210526315789474,0
4056,ATI Radeon X800,GPU,2004-12-01,110.0,30.0,240.0,160.0,400.0,TSMC,ATI,863.9999999999997,86.99386096944633,65.81889864252473,0.6666666666666666,2.899795365648211,0
4057,ATI FirePro V7770,GPU,2012-01-01,55.0,76.0,256.0,956.0,625.0,TSMC,ATI,1977.975777045209,1000.0,194.34694886993924,3.734375,13.157894736842104,0
4058,AMD Radeon R5 M420,GPU,2016-05-15,28.0,12.819726231140507,56.0,690.0,780.0,TSMC,AMD,1019.5887164546925,544.0,34.0,12.321428571428571,42.43460353143618,2
4059,NVIDIA Quadro K500M,GPU,2012-06-01,28.0,35.0,118.0,1270.0,850.0,TSMC,NVIDIA,604.5196820981237,326.4,13.6,10.76271186440678,9.325714285714286,2
4060,AMD Radeon R7 350,GPU,2016-07-06,28.0,55.0,123.0,1500.0,800.0,TSMC,AMD,786.3999999999999,819.2,51.2,12.195121951219512,14.894545454545455,2
4061,NVIDIA GeForce2 GTS PRO,GPU,2000-04-26,150.0,25.286995273193252,88.0,25.0,200.0,TSMC,NVIDIA,1491.1121474189151,139.41538461538426,93.6,0.2840909090909091,5.513323473555537,0
4062,ATI Mobility Radeon HD 4250 IGP,GPU,2010-05-01,55.0,15.478702568677202,67.0,181.0,500.0,Unknown,ATI,384.3993258196974,44.8,12.163067813045206,2.701492537313433,2.8942994286005312,0
4063,AMD Radeon HD 7770M,GPU,2012-04-24,28.0,32.0,123.0,1500.0,675.0,TSMC,AMD,786.4,691.2,43.2,12.195121951219512,21.6,2
4064,NVIDIA Tesla S870,GPU,2007-05-02,90.0,800.0,484.0,681.0,600.0,TSMC,NVIDIA,706.9191255179009,345.6,49.517521315188176,1.4070247933884297,0.43200000000000005,0
4065,NVIDIA GeForce G103M,GPU,2009-09-01,65.0,14.0,86.0,210.0,640.0,TSMC,NVIDIA,384.53137142686,25.6,8.800031755108616,2.441860465116279,1.8285714285714287,0
4066,AMD Radeon HD 6290 IGP,GPU,2011-01-07,40.0,9.0,75.0,450.0,276.0,TSMC,AMD,326.35899203400857,44.16,19.373212967903854,6.0,4.906666666666666,0
4067,NVIDIA GeForce 9500 GT Rev. 2,GPU,2008-07-29,65.0,50.0,144.0,314.0,600.0,UMC,NVIDIA,384.8122945698147,96.0,8.821605876273445,2.1805555555555554,1.92,0
4068,NVIDIA GeForce 705A,GPU,2014-07-01,40.0,15.0,79.0,292.0,475.0,TSMC,NVIDIA,384.62517481353495,91.2,7.6,3.6962025316455698,6.08,0
4069,NVIDIA ION,GPU,2008-06-03,65.0,20.0,162.0,282.0,450.0,Unknown,NVIDIA,384.0006491995214,35.2,10.917031066245551,1.7407407407407407,1.7600000000000002,0
4070,Intel GMA 600,GPU,2010-05-04,45.0,14.702894476858877,62.0,140.0,400.0,Intel,Intel,360.7972706661429,25.6,15.684973443125049,2.2580645161290325,1.7411537599138902,1
4071,ATI Radeon HD 3650,GPU,2008-01-20,55.0,65.0,135.0,378.0,725.0,TSMC,ATI,526.1387674958794,174.0,11.815969714735788,2.8,2.6769230769230767,0
4072,ATI Radeon X800 GTO AGP,GPU,2005-10-01,130.0,49.0,297.0,160.0,400.0,TSMC,ATI,1132.8399999999997,198.88167114826337,84.80395778606601,0.5387205387205387,4.058809615270681,0
4073,AMD Radeon RX 550X 640SP,GPU,2018-04-11,14.0,60.0,123.0,3000.0,1019.0,GF,AMD,1371.0,1371.0,85.68,24.390243902439025,22.85,3
4074,NVIDIA GeForce 6150 SE + nForce 430,GPU,2004-10-11,90.0,53.666666666666664,117.8,145.2,425.0,Unknown,NVIDIA,2300.74399478107,27.520000000000003,29.615620272988068,1.2325976230899829,0.5127950310559007,0
4075,AMD Radeon RX 480,GPU,2016-06-29,14.0,150.0,232.0,5700.0,1120.0,GF,AMD,5834.0,5834.0,364.6,24.56896551724138,38.89333333333333,3
4076,ATI Radeon X1650 XT Dual,GPU,2006-10-30,80.0,55.0,230.0,330.0,525.0,TSMC,ATI,697.0752161165467,77.13813634632952,12.855829589802635,1.434782608695652,1.402511569933264,0
4077,ATI FireMV 2260 PCIe x1,GPU,2008-01-01,55.0,15.0,67.0,181.0,500.0,TSMC,ATI,384.36117110572843,40.0,12.173532849795645,2.701492537313433,2.6666666666666665,0
4078,NVIDIA Quadro FX 3400,GPU,2004-06-28,130.0,101.0,287.0,222.0,350.0,TSMC,NVIDIA,587.84,254.04664521916553,96.49260811393687,0.7735191637630662,2.515313319001639,0
4079,NVIDIA GeForce4 Ti 4200,GPU,2002-02-06,150.0,38.81219621925319,142.0,63.0,250.0,TSMC,NVIDIA,1829.8270350880482,351.3680137765746,149.64635755512415,0.44366197183098594,9.053030954282224,0
4080,NVIDIA Quadro NVS 150M,GPU,2008-08-15,65.0,10.0,86.0,210.0,530.0,TSMC,NVIDIA,384.35318252918734,20.8,11.510921524328419,2.441860465116279,2.08,0
4081,ATI Mobility Radeon,GPU,2001-12-01,180.0,21.88574109824288,115.0,30.0,144.0,TSMC,ATI,629.9857486096539,110.84123763310983,62.056685304732085,0.2608695652173913,5.064541206786405,0
4082,NVIDIA GeForce 8400 SE,GPU,2008-08-01,80.0,50.0,127.0,210.0,459.0,TSMC,NVIDIA,384.0136645413534,29.38,10.895888976252824,1.6535433070866141,0.5876,0
4083,ATI FirePro 2260 PCI,GPU,2008-01-01,55.0,15.0,67.0,181.0,500.0,TSMC,ATI,384.36117110572843,40.0,12.173532849795645,2.701492537313433,2.6666666666666665,0
4084,AMD FirePro W7000,GPU,2012-06-13,28.0,150.0,212.0,2800.0,950.0,TSMC,AMD,3113.4121882194504,2432.0,152.0,13.20754716981132,16.213333333333335,2
4085,NVIDIA GeForce 6800 GT,GPU,2004-04-14,130.0,82.66666666666667,287.0,222.0,350.0,TSMC,NVIDIA,484.16000000000014,160.04598562061557,81.33461706782762,0.7735191637630662,1.9360401486364784,0
4086,NVIDIA GeForce 6200 LE PCI,GPU,2004-10-11,110.0,25.0,154.0,146.0,300.0,TSMC,NVIDIA,1840.7654714390974,298.4006987150535,271.2984398933292,0.948051948051948,11.93602794860214,0
4087,AMD Radeon Graphics 448SP,GPU,2021-01-12,7.0,25.0,156.0,9800.0,300.0,TSMC,AMD,3226.0,1613.0,100.8,62.82051282051282,64.52,5
4088,NVIDIA GeForce 9600 GSO 512,GPU,2008-10-23,65.0,90.0,240.0,505.0,650.0,TSMC,NVIDIA,455.1525932723982,156.0,10.981528477006215,2.1041666666666665,1.7333333333333334,0
4089,AMD Radeon Vega 3 Embedded,GPU,2019-01-01,14.0,10.0,210.0,4940.0,300.0,GF,AMD,922.4,461.2,28.82,23.523809523809526,46.12,3
4090,Intel Iris Xe MAX Graphics,GPU,2020-10-31,10.0,25.0,77.0,109.20790392713037,300.0,Intel,Intel,5069.0,2534.0,633.6,1.4182844665861087,101.36,4
4091,NVIDIA Quadro 500M,GPU,2011-02-22,40.0,35.0,116.0,585.0,700.0,TSMC,NVIDIA,610.913821890059,268.8,22.4,5.043103448275862,7.680000000000001,0
4092,NVIDIA GeForce2 MX + nForce 420,GPU,2001-06-04,180.0,16.88625757060828,65.0,20.0,175.0,Unknown,NVIDIA,1494.5836810385208,115.43973910402046,62.53777970929575,0.3076923076923077,6.836312819540989,0
4093,NVIDIA GeForce GTX 1650 Ti Mobile,GPU,2020-04-02,12.0,50.0,200.0,4700.0,1350.0,TSMC,NVIDIA,6083.0,3041.0,95.04,23.5,60.82,0
4094,ATI Radeon 9800 XT,GPU,2003-10-01,150.0,60.0,218.0,117.0,412.0,TSMC,ATI,587.5199999999998,35.62201003197308,84.95737428782616,0.536697247706422,0.5937001671995514,0
4095,ATI All-In-Wonder 2006 AGP Edition,GPU,2005-04-29,130.0,12.0,76.0,60.0,324.0,TSMC,ATI,1604.1382998728122,21.68690935178822,200.51211718096485,0.7894736842105263,1.8072424459823517,0
4096,NVIDIA Quadro FX 4800,GPU,2008-11-11,55.0,150.0,470.0,1400.0,602.0,TSMC,NVIDIA,906.5970133948252,462.3,57.79,2.978723404255319,3.0820000000000003,0
4097,XGI Volari V5,GPU,2003-09-15,130.0,31.416790317785466,99.1667632652294,90.0,325.0,UMC,Other,483.84,22.05372987744395,65.5626026711586,0.9075621411509401,0.7019727239596159,0
4098,AMD FirePro D500,GPU,2014-01-18,28.0,274.0,352.0,4313.0,725.0,TSMC,AMD,3549.0936670680717,2227.0,556.8,12.252840909090908,8.127737226277372,2
4099,AMD Radeon HD 6770,GPU,2011-01-21,40.0,108.0,166.0,1040.0,850.0,TSMC,AMD,2504.3515325591356,1360.0,248.29246412931806,6.265060240963855,12.592592592592593,0
4100,Intel HD Graphics P4600,GPU,2013-06-01,22.0,84.0,161.35934383858378,484.7253347725372,350.0,Intel,Intel,768.95951333797,384.0,96.0,3.004011563516479,4.571428571428571,2
4101,NVIDIA GeForce 8100 + nForce 720a,GPU,2007-04-17,80.0,40.0,127.0,210.0,500.0,Unknown,NVIDIA,384.3166597539692,38.4,11.178113743041147,1.6535433070866141,0.96,0
4102,NVIDIA Tesla K20c,GPU,2012-11-12,28.0,225.0,561.0,7080.0,706.0,TSMC,NVIDIA,5447.284889047227,3524.0,1175.0,12.620320855614974,15.662222222222223,2
4103,NVIDIA GeForce GT 730M,GPU,2013-01-20,28.0,33.0,118.0,1270.0,725.0,TSMC,NVIDIA,800.5551263236808,556.8,23.2,10.76271186440678,16.87272727272727,2
4104,Intel GMA 3000,GPU,2006-06-01,90.0,13.0,243.27728907218037,372.68907949233545,667.0,Intel,Intel,1196.1558669756191,232.40575965144362,16.956883884649717,1.5319517942415029,17.877366127034126,0
4105,NVIDIA GeForce 7900 GS,GPU,2006-05-01,90.0,49.0,196.0,278.0,450.0,TSMC,NVIDIA,607.2915331737615,52.968969677924335,28.92905949446279,1.4183673469387754,1.0809993811821292,0
4106,NVIDIA GeForce GT 140 OEM,GPU,2009-03-10,55.0,105.0,196.0,505.0,650.0,TSMC,NVIDIA,459.93213729653115,208.0,20.70363573096752,2.576530612244898,1.980952380952381,0
4107,AMD Radeon R9 M370X Mac Edition,GPU,2015-05-05,28.0,36.499279499166576,123.0,1500.0,775.0,TSMC,AMD,804.0968586761513,1024.0,64.0,12.195121951219512,28.055348326078107,2
4108,ATI Radeon HD 5550,GPU,2010-02-09,40.0,39.0,104.0,627.0,550.0,TSMC,ATI,751.8930362065348,352.0,54.51060186897998,6.028846153846154,9.025641025641026,0
4109,ATI Radeon HD 4520,GPU,2009-12-02,55.0,25.0,73.0,242.0,600.0,TSMC,ATI,384.84246313360273,96.0,8.846427672112497,3.315068493150685,3.84,0
4110,ATI Mobility Radeon 9500,GPU,2004-06-01,130.0,23.174253868651313,92.0,76.0,230.0,TSMC,ATI,1430.3982423248597,187.14672210461038,92.0,0.8260869565217391,8.075630963798615,0
4111,ATI Radeon HD 4860,GPU,2009-09-09,55.0,130.0,282.0,959.0,700.0,TSMC,ATI,1624.3439179149125,896.0,179.2,3.400709219858156,6.892307692307693,0
4112,NVIDIA Quadro K4100M,GPU,2013-07-23,28.0,100.0,294.0,3540.0,706.0,TSMC,NVIDIA,1681.299286315376,1627.0,67.78,12.040816326530612,16.27,2
4113,NVIDIA GeForce GT 750M Mac Edition,GPU,2013-11-08,28.0,50.0,118.0,1270.0,926.0,TSMC,NVIDIA,1045.4069787006756,711.2,29.63,10.76271186440678,14.224,2
4114,NVIDIA GeForce 800A,GPU,2014-03-17,40.0,15.0,79.0,292.0,475.0,TSMC,NVIDIA,384.62517481353495,91.2,7.6,3.6962025316455698,6.08,0
4115,ATI Radeon 9800 XT Mac Edition,GPU,2004-03-14,150.0,60.0,218.0,117.0,412.0,TSMC,ATI,587.5199999999998,35.62201003197308,84.95737428782616,0.536697247706422,0.5937001671995514,0
4116,NVIDIA GeForce GTX 280M,GPU,2009-03-03,65.0,75.0,324.0,754.0,585.0,TSMC,NVIDIA,776.6051084541081,374.5,80.8900959372628,2.3271604938271606,4.993333333333333,0
4117,NVIDIA Quadro FX 3600M,GPU,2008-02-23,65.0,70.0,324.0,754.0,500.0,TSMC,NVIDIA,385.37448470337165,160.0,41.783699379598055,2.3271604938271606,2.2857142857142856,0
4118,NVIDIA Quadro RTX 8000,GPU,2018-08-13,12.0,260.0,754.0,18600.0,1395.0,TSMC,NVIDIA,32620.0,16309.999999999998,509.8,24.6684350132626,62.730769230769226,0
4119,AMD Radeon R9 390,GPU,2015-06-18,28.0,275.0,438.0,6200.0,1000.0,TSMC,AMD,8451.10800908096,5120.0,640.0,14.155251141552512,18.618181818181817,2
4120,NVIDIA GeForce 9600M GS,GPU,2008-06-03,55.0,20.0,121.0,314.0,430.0,TSMC,NVIDIA,384.0705981666588,68.8,10.254007476118609,2.5950413223140494,3.44,0
4121,ATI Radeon X1600,GPU,2007-01-01,80.0,27.0,100.0,107.0,635.0,UMC,ATI,4552.675671665381,64.72997967819668,59.82922602855949,1.07,2.3974066547480253,0
4122,ATI Radeon HD 2600 XT,GPU,2007-06-28,65.0,50.0,153.0,390.0,800.0,TSMC,ATI,609.6842605630964,192.0,12.959999999999999,2.549019607843137,3.84,0
4123,ATI Radeon HD 3870 X2,GPU,2008-01-26,55.0,165.0,192.0,666.0,825.0,TSMC,ATI,1000.0844707188857,528.0,105.6,3.46875,3.2,0
4124,AMD Radeon Pro WX 4130 Mobile,GPU,2017-03-01,14.0,50.0,123.0,3000.0,1002.0,GF,AMD,1348.0,1348.0,84.24,24.390243902439025,26.96,3
4125,NVIDIA GeForce GT 645M,GPU,2012-10-01,28.0,32.0,118.0,1270.0,709.0,TSMC,NVIDIA,791.5435333189783,544.5,22.69,10.76271186440678,17.015625,2
4126,NVIDIA GeForce GTX 850A,GPU,2014-03-17,28.0,45.0,148.0,1870.0,902.0,TSMC,NVIDIA,714.7104634493128,1198.0,37.44,12.635135135135135,26.622222222222224,2
4127,NVIDIA GeForce4 Ti 4800 SE,GPU,2003-02-16,150.0,23.88300895484675,101.0,36.0,275.0,TSMC,NVIDIA,2265.7724736068667,394.61943516935287,232.1401135023307,0.3564356435643564,16.52302002295527,0
4128,AMD Radeon RX 550 Mobile,GPU,2017-07-02,14.0,50.0,103.0,2200.0,1100.0,GF,AMD,1647.0,1647.0,103.0,21.359223300970875,32.94,3
4129,NVIDIA Quadro FX 380M,GPU,2010-01-07,40.0,25.0,57.0,260.0,606.0,TSMC,NVIDIA,384.60959536966595,46.98,8.813253792412448,4.56140350877193,1.8792,0
4130,NVIDIA Quadro FX 4500,GPU,2005-07-28,110.0,109.0,333.0,302.0,430.0,TSMC,NVIDIA,564.8000000000001,239.1742929382335,95.35214854070915,0.9069069069069069,2.1942595682406743,0
4131,AMD Radeon HD 7850M,GPU,2012-04-24,28.0,40.0,123.0,1500.0,675.0,TSMC,AMD,786.4,864.0,54.0,12.195121951219512,21.6,2
4132,AMD Radeon R7 M265,GPU,2014-05-20,28.0,27.757478085458704,125.0,1550.0,900.0,TSMC,AMD,752.6,752.6,47.04,12.4,27.11341418276267,2
4133,ATI Radeon 3100 IGP,GPU,2008-03-04,65.0,19.651184092781616,85.0,180.0,350.0,Unknown,ATI,360.0235395270491,28.0,12.786817178430187,2.1176470588235294,1.4248505264517428,0
4134,ATI Mobility Radeon HD 4850 X2,GPU,2009-01-09,55.0,38.8665310635293,256.0,956.0,500.0,TSMC,ATI,1579.6925192637907,800.0,160.0,3.734375,20.583262208102898,0
4135,NVIDIA GeForce FX 5500 PCI,GPU,2004-03-17,150.0,17.88985771478915,91.0,45.0,270.0,TSMC,NVIDIA,2493.9795155348374,700.4037787616543,234.035857011213,0.4945054945054945,39.150885933690006,0
4136,AMD Radeon HD 8550D IGP,GPU,2013-05-23,32.0,65.0,246.0,1303.0,720.0,TSMC,AMD,754.6796894072119,432.1,45.79038504010229,5.296747967479675,6.647692307692308,1
4137,ATI Radeon X700 PRO AGP,GPU,2004-09-01,110.0,33.0,156.0,120.0,425.0,TSMC,ATI,615.5024387071916,36.12983275724426,90.79899212554122,0.7692307692307693,1.0948434168861896,0
4138,Matrox Parhelia Precision SGT,GPU,2001-01-01,150.0,45.10043896567544,174.0,80.0,200.0,UMC,Other,1043.8622940792093,136.0617519430884,122.4,0.45977011494252873,3.016860923385709,0
4139,Intel GMA X3000,GPU,2006-06-01,90.0,13.0,243.27728907218037,372.68907949233545,667.0,Intel,Intel,1196.1558669756191,232.40575965144362,16.956883884649717,1.5319517942415029,17.877366127034126,0
4140,AMD Radeon HD 8830M,GPU,2013-04-01,28.0,37.0,123.0,1500.0,575.0,TSMC,AMD,786.4000000000001,800.0,50.0,12.195121951219512,21.62162162162162,2
4141,NVIDIA GeForce 9400 GT,GPU,2008-08-27,55.0,50.0,121.0,314.0,550.0,TSMC,NVIDIA,384.5147063075664,44.8,8.60398326547762,2.5950413223140494,0.8959999999999999,0
4142,ATI All-In-Wonder X800 XL,GPU,2005-01-21,110.0,42.666666666666664,240.0,160.0,400.0,TSMC,ATI,775.6799999999996,84.05395225484831,85.80565630131942,0.6666666666666666,1.9700145059730074,0
